species,count,strat_name,r_year,year_cent,firstyr,strat_idx1,strat_idx2,strat_idx3,strat_idx4,year_idx1,year_idx2,year_idx3,year_idx4,route_idx1,obser_idx1,obser_route_idx1,row_idx1
carolina_wren,0,CA-ON-13,2005,7,0,1,1,1,1,36,36,36,36,1303,18,1910,98
carolina_wren,0,CA-ON-13,2006,8,0,1,1,1,1,37,37,37,37,1303,19,2063,99
carolina_wren,0,CA-ON-13,2007,9,0,1,1,1,1,38,38,38,38,1303,19,2063,100
carolina_wren,0,CA-ON-13,2008,10,0,1,1,1,1,39,39,39,39,1303,19,2063,101
carolina_wren,0,CA-ON-13,2009,11,0,1,1,1,1,40,40,40,40,1303,19,2063,102
carolina_wren,0,CA-ON-13,2010,12,0,1,1,1,1,41,41,41,41,1303,19,2063,103
carolina_wren,0,CA-ON-13,2011,13,0,1,1,1,1,42,42,42,42,1303,19,2063,104
carolina_wren,0,CA-ON-13,2012,14,0,1,1,1,1,43,43,43,43,1303,19,2063,105
carolina_wren,0,CA-ON-13,2013,15,0,1,1,1,1,44,44,44,44,1303,19,2063,106
carolina_wren,0,CA-ON-13,2014,16,0,1,1,1,1,45,45,45,45,1303,18,1910,107
carolina_wren,0,CA-ON-13,2015,17,0,1,1,1,1,46,46,46,46,1303,19,2063,108
carolina_wren,0,CA-ON-13,2016,18,0,1,1,1,1,47,47,47,47,1303,19,2063,109
carolina_wren,0,CA-ON-13,2017,19,0,1,1,1,1,48,48,48,48,1303,19,2063,110
carolina_wren,0,CA-ON-13,2018,20,0,1,1,1,1,49,49,49,49,1303,19,2063,111
carolina_wren,0,CA-ON-13,2019,21,0,1,1,1,1,50,50,50,50,1303,19,2063,112
carolina_wren,1,CA-ON-13,1992,-6,1,1,1,1,1,23,23,23,23,1304,21,2438,113
carolina_wren,0,CA-ON-13,1993,-5,1,1,1,1,1,24,24,24,24,1304,20,2299,114
carolina_wren,0,CA-ON-13,1994,-4,0,1,1,1,1,25,25,25,25,1304,20,2299,115
carolina_wren,0,CA-ON-13,1995,-3,0,1,1,1,1,26,26,26,26,1304,20,2299,116
carolina_wren,0,CA-ON-13,1996,-2,0,1,1,1,1,27,27,27,27,1304,20,2299,117
carolina_wren,0,CA-ON-13,1997,-1,0,1,1,1,1,28,28,28,28,1304,20,2299,118
carolina_wren,0,CA-ON-13,1999,1,0,1,1,1,1,30,30,30,30,1304,20,2299,119
carolina_wren,0,CA-ON-13,2001,3,0,1,1,1,1,32,32,32,32,1304,20,2299,120
carolina_wren,0,CA-ON-13,2002,4,0,1,1,1,1,33,33,33,33,1304,20,2299,121
carolina_wren,0,CA-ON-13,2003,5,0,1,1,1,1,34,34,34,34,1304,20,2299,122
carolina_wren,0,CA-ON-13,2004,6,0,1,1,1,1,35,35,35,35,1304,20,2299,123
carolina_wren,0,CA-ON-13,2005,7,0,1,1,1,1,36,36,36,36,1304,20,2299,124
carolina_wren,0,CA-ON-13,2006,8,0,1,1,1,1,37,37,37,37,1304,20,2299,125
carolina_wren,0,CA-ON-13,2007,9,0,1,1,1,1,38,38,38,38,1304,20,2299,126
carolina_wren,0,CA-ON-13,2008,10,0,1,1,1,1,39,39,39,39,1304,20,2299,127
carolina_wren,0,CA-ON-13,2009,11,0,1,1,1,1,40,40,40,40,1304,20,2299,128
carolina_wren,0,CA-ON-13,2010,12,0,1,1,1,1,41,41,41,41,1304,20,2299,129
carolina_wren,0,CA-ON-13,2011,13,0,1,1,1,1,42,42,42,42,1304,20,2299,130
carolina_wren,0,CA-ON-13,2012,14,0,1,1,1,1,43,43,43,43,1304,20,2299,131
carolina_wren,0,CA-ON-13,2013,15,0,1,1,1,1,44,44,44,44,1304,20,2299,132
carolina_wren,1,CA-ON-13,2014,16,0,1,1,1,1,45,45,45,45,1304,20,2299,133
carolina_wren,0,CA-ON-13,2015,17,0,1,1,1,1,46,46,46,46,1304,20,2299,134
carolina_wren,0,CA-ON-13,2017,19,0,1,1,1,1,48,48,48,48,1304,20,2299,135
carolina_wren,1,CA-ON-13,2018,20,0,1,1,1,1,49,49,49,49,1304,20,2299,136
carolina_wren,3,CA-ON-13,2019,21,0,1,1,1,1,50,50,50,50,1304,20,2299,137
carolina_wren,0,CA-ON-13,1994,-4,1,1,1,1,1,25,25,25,25,1305,23,2704,138
carolina_wren,0,CA-ON-13,1995,-3,0,1,1,1,1,26,26,26,26,1305,23,2704,139
carolina_wren,0,CA-ON-13,1996,-2,0,1,1,1,1,27,27,27,27,1305,23,2704,140
carolina_wren,0,CA-ON-13,1997,-1,0,1,1,1,1,28,28,28,28,1305,23,2704,141
carolina_wren,0,CA-ON-13,1998,0,0,1,1,1,1,29,29,29,29,1305,23,2704,142
carolina_wren,0,CA-ON-13,1999,1,0,1,1,1,1,30,30,30,30,1305,23,2704,143
carolina_wren,0,CA-ON-13,2000,2,0,1,1,1,1,31,31,31,31,1305,23,2704,144
carolina_wren,0,CA-ON-13,2001,3,0,1,1,1,1,32,32,32,32,1305,23,2704,145
carolina_wren,0,CA-ON-13,2002,4,0,1,1,1,1,33,33,33,33,1305,23,2704,146
carolina_wren,0,CA-ON-13,2003,5,0,1,1,1,1,34,34,34,34,1305,23,2704,147
carolina_wren,1,CA-ON-13,2004,6,0,1,1,1,1,35,35,35,35,1305,23,2704,148
carolina_wren,0,CA-ON-13,2005,7,0,1,1,1,1,36,36,36,36,1305,23,2704,149
carolina_wren,0,CA-ON-13,2006,8,0,1,1,1,1,37,37,37,37,1305,23,2704,150
carolina_wren,0,CA-ON-13,2007,9,0,1,1,1,1,38,38,38,38,1305,23,2704,151
carolina_wren,0,CA-ON-13,2008,10,0,1,1,1,1,39,39,39,39,1305,23,2704,152
carolina_wren,0,CA-ON-13,2009,11,1,1,1,1,1,40,40,40,40,1305,22,2568,153
carolina_wren,0,CA-ON-13,2010,12,0,1,1,1,1,41,41,41,41,1305,22,2568,154
carolina_wren,0,CA-ON-13,2011,13,0,1,1,1,1,42,42,42,42,1305,22,2568,155
carolina_wren,0,CA-ON-13,2012,14,0,1,1,1,1,43,43,43,43,1305,22,2568,156
carolina_wren,0,CA-ON-13,2013,15,0,1,1,1,1,44,44,44,44,1305,22,2568,157
carolina_wren,0,CA-ON-13,2014,16,0,1,1,1,1,45,45,45,45,1305,22,2568,158
carolina_wren,0,CA-ON-13,2015,17,0,1,1,1,1,46,46,46,46,1305,22,2568,159
carolina_wren,0,CA-ON-13,2016,18,0,1,1,1,1,47,47,47,47,1305,22,2568,160
carolina_wren,0,CA-ON-13,2017,19,0,1,1,1,1,48,48,48,48,1305,22,2568,161
carolina_wren,0,CA-ON-13,2018,20,0,1,1,1,1,49,49,49,49,1305,22,2568,162
carolina_wren,0,CA-ON-13,2019,21,0,1,1,1,1,50,50,50,50,1305,22,2568,163
carolina_wren,0,CA-ON-13,1995,-3,1,1,1,1,1,26,26,26,26,1306,25,2965,164
carolina_wren,0,CA-ON-13,1996,-2,0,1,1,1,1,27,27,27,27,1306,25,2965,165
carolina_wren,0,CA-ON-13,1998,0,0,1,1,1,1,29,29,29,29,1306,25,2965,166
carolina_wren,0,CA-ON-13,1999,1,0,1,1,1,1,30,30,30,30,1306,25,2965,167
carolina_wren,1,CA-ON-13,2000,2,0,1,1,1,1,31,31,31,31,1306,25,2965,168
carolina_wren,0,CA-ON-13,2002,4,0,1,1,1,1,33,33,33,33,1306,25,2965,169
carolina_wren,0,CA-ON-13,2006,8,0,1,1,1,1,37,37,37,37,1306,25,2965,170
carolina_wren,0,CA-ON-13,2007,9,0,1,1,1,1,38,38,38,38,1306,25,2965,171
carolina_wren,0,CA-ON-13,2009,11,0,1,1,1,1,40,40,40,40,1306,25,2965,172
carolina_wren,0,CA-ON-13,2011,13,0,1,1,1,1,42,42,42,42,1306,25,2965,173
carolina_wren,0,CA-ON-13,2012,14,0,1,1,1,1,43,43,43,43,1306,25,2965,174
carolina_wren,0,CA-ON-13,2013,15,0,1,1,1,1,44,44,44,44,1306,25,2965,175
carolina_wren,0,CA-ON-13,2014,16,0,1,1,1,1,45,45,45,45,1306,25,2965,176
carolina_wren,0,CA-ON-13,2017,19,1,1,1,1,1,48,48,48,48,1306,24,2837,177
carolina_wren,0,CA-ON-13,2018,20,0,1,1,1,1,49,49,49,49,1306,24,2837,178
carolina_wren,0,CA-ON-13,2019,21,0,1,1,1,1,50,50,50,50,1306,24,2837,179
carolina_wren,0,CA-ON-13,2009,11,1,1,1,1,1,40,40,40,40,1307,27,3189,180
carolina_wren,1,CA-ON-13,2010,12,0,1,1,1,1,41,41,41,41,1307,27,3189,181
carolina_wren,2,CA-ON-13,2011,13,0,1,1,1,1,42,42,42,42,1307,27,3189,182
carolina_wren,2,CA-ON-13,2012,14,0,1,1,1,1,43,43,43,43,1307,27,3189,183
carolina_wren,0,CA-ON-13,2013,15,0,1,1,1,1,44,44,44,44,1307,27,3189,184
carolina_wren,3,CA-ON-13,2014,16,0,1,1,1,1,45,45,45,45,1307,27,3189,185
carolina_wren,1,CA-ON-13,2015,17,0,1,1,1,1,46,46,46,46,1307,27,3189,186
carolina_wren,0,CA-ON-13,2016,18,1,1,1,1,1,47,47,47,47,1307,26,3084,187
carolina_wren,2,CA-ON-13,2018,20,0,1,1,1,1,49,49,49,49,1307,26,3084,188
carolina_wren,2,CA-ON-13,2019,21,0,1,1,1,1,50,50,50,50,1307,26,3084,189
carolina_wren,0,CA-ON-13,1995,-3,1,1,1,1,1,26,26,26,26,1308,31,3631,190
carolina_wren,0,CA-ON-13,1996,-2,0,1,1,1,1,27,27,27,27,1308,31,3631,191
carolina_wren,0,CA-ON-13,1997,-1,0,1,1,1,1,28,28,28,28,1308,31,3631,192
carolina_wren,0,CA-ON-13,1998,0,1,1,1,1,1,29,29,29,29,1308,30,3549,193
carolina_wren,0,CA-ON-13,1999,1,0,1,1,1,1,30,30,30,30,1308,30,3549,194
carolina_wren,0,CA-ON-13,2006,8,1,1,1,1,1,37,37,37,37,1308,29,3380,195
carolina_wren,0,CA-ON-13,2007,9,0,1,1,1,1,38,38,38,38,1308,29,3380,196
carolina_wren,0,CA-ON-13,2009,11,0,1,1,1,1,40,40,40,40,1308,29,3380,197
carolina_wren,0,CA-ON-13,2010,12,0,1,1,1,1,41,41,41,41,1308,29,3380,198
carolina_wren,0,CA-ON-13,2012,14,0,1,1,1,1,43,43,43,43,1308,29,3380,199
carolina_wren,0,CA-ON-13,2016,18,1,1,1,1,1,47,47,47,47,1308,28,3288,200
carolina_wren,0,CA-ON-13,2017,19,0,1,1,1,1,48,48,48,48,1308,28,3288,201
carolina_wren,0,CA-ON-13,2018,20,0,1,1,1,1,49,49,49,49,1308,28,3288,202
carolina_wren,0,CA-ON-13,2019,21,0,1,1,1,1,50,50,50,50,1308,28,3288,203
carolina_wren,1,CA-ON-13,2012,14,1,1,1,1,1,43,43,43,43,1309,32,3711,204
carolina_wren,0,CA-ON-13,2013,15,0,1,1,1,1,44,44,44,44,1309,32,3711,205
carolina_wren,0,CA-ON-13,2014,16,0,1,1,1,1,45,45,45,45,1309,32,3711,206
carolina_wren,0,CA-ON-13,2015,17,0,1,1,1,1,46,46,46,46,1309,32,3711,207
carolina_wren,0,CA-ON-13,2016,18,0,1,1,1,1,47,47,47,47,1309,32,3711,208
carolina_wren,0,CA-ON-13,2017,19,0,1,1,1,1,48,48,48,48,1309,32,3711,209
carolina_wren,0,CA-ON-13,2018,20,0,1,1,1,1,49,49,49,49,1309,32,3711,210
carolina_wren,0,CA-ON-13,1994,-4,1,1,1,1,1,25,25,25,25,1310,33,3784,211
carolina_wren,0,CA-ON-13,1995,-3,0,1,1,1,1,26,26,26,26,1310,33,3784,212
carolina_wren,0,CA-ON-13,1996,-2,0,1,1,1,1,27,27,27,27,1310,33,3784,213
carolina_wren,0,CA-ON-13,1997,-1,0,1,1,1,1,28,28,28,28,1310,33,3784,214
carolina_wren,0,CA-ON-13,1998,0,0,1,1,1,1,29,29,29,29,1310,33,3784,215
carolina_wren,0,CA-ON-13,1999,1,0,1,1,1,1,30,30,30,30,1310,33,3784,216
carolina_wren,0,CA-ON-13,2000,2,0,1,1,1,1,31,31,31,31,1310,33,3784,217
carolina_wren,0,CA-ON-13,2001,3,0,1,1,1,1,32,32,32,32,1310,33,3784,218
carolina_wren,0,CA-ON-13,2002,4,0,1,1,1,1,33,33,33,33,1310,33,3784,219
carolina_wren,0,CA-ON-13,2003,5,0,1,1,1,1,34,34,34,34,1310,33,3784,220
carolina_wren,0,CA-ON-13,2004,6,0,1,1,1,1,35,35,35,35,1310,33,3784,221
carolina_wren,0,CA-ON-13,2005,7,0,1,1,1,1,36,36,36,36,1310,33,3784,222
carolina_wren,0,CA-ON-13,2006,8,0,1,1,1,1,37,37,37,37,1310,33,3784,223
carolina_wren,0,CA-ON-13,2007,9,0,1,1,1,1,38,38,38,38,1310,33,3784,224
carolina_wren,0,CA-ON-13,2008,10,0,1,1,1,1,39,39,39,39,1310,33,3784,225
carolina_wren,0,CA-ON-13,2009,11,0,1,1,1,1,40,40,40,40,1310,33,3784,226
carolina_wren,0,CA-ON-13,2010,12,0,1,1,1,1,41,41,41,41,1310,33,3784,227
carolina_wren,0,CA-ON-13,2011,13,0,1,1,1,1,42,42,42,42,1310,33,3784,228
carolina_wren,0,CA-ON-13,2012,14,0,1,1,1,1,43,43,43,43,1310,33,3784,229
carolina_wren,0,CA-ON-13,2013,15,0,1,1,1,1,44,44,44,44,1310,33,3784,230
carolina_wren,0,CA-ON-13,2014,16,0,1,1,1,1,45,45,45,45,1310,33,3784,231
carolina_wren,0,CA-ON-13,2015,17,0,1,1,1,1,46,46,46,46,1310,33,3784,232
carolina_wren,0,CA-ON-13,2016,18,0,1,1,1,1,47,47,47,47,1310,33,3784,233
carolina_wren,1,CA-ON-13,2017,19,0,1,1,1,1,48,48,48,48,1310,33,3784,234
carolina_wren,0,CA-ON-13,2018,20,0,1,1,1,1,49,49,49,49,1310,33,3784,235
carolina_wren,0,CA-ON-13,1970,-28,0,1,1,1,1,1,1,1,1,1311,36,3993,236
carolina_wren,0,CA-ON-13,1971,-27,0,1,1,1,1,2,2,2,2,1311,36,3993,237
carolina_wren,0,CA-ON-13,1972,-26,0,1,1,1,1,3,3,3,3,1311,36,3993,238
carolina_wren,0,CA-ON-13,1973,-25,0,1,1,1,1,4,4,4,4,1311,36,3993,239
carolina_wren,0,CA-ON-13,1974,-24,0,1,1,1,1,5,5,5,5,1311,36,3993,240
carolina_wren,0,CA-ON-13,1975,-23,0,1,1,1,1,6,6,6,6,1311,36,3993,241
carolina_wren,0,CA-ON-13,1976,-22,0,1,1,1,1,7,7,7,7,1311,36,3993,242
carolina_wren,0,CA-ON-13,1977,-21,1,1,1,1,1,8,8,8,8,1311,35,3927,243
carolina_wren,0,CA-ON-13,1978,-20,0,1,1,1,1,9,9,9,9,1311,36,3993,244
carolina_wren,0,CA-ON-13,1979,-19,0,1,1,1,1,10,10,10,10,1311,36,3993,245
carolina_wren,0,CA-ON-13,1980,-18,0,1,1,1,1,11,11,11,11,1311,36,3993,246
carolina_wren,0,CA-ON-13,1983,-15,0,1,1,1,1,14,14,14,14,1311,36,3993,247
carolina_wren,0,CA-ON-13,1984,-14,0,1,1,1,1,15,15,15,15,1311,36,3993,248
carolina_wren,0,CA-ON-13,1985,-13,0,1,1,1,1,16,16,16,16,1311,36,3993,249
carolina_wren,0,CA-ON-13,1986,-12,0,1,1,1,1,17,17,17,17,1311,36,3993,250
carolina_wren,0,CA-ON-13,1987,-11,0,1,1,1,1,18,18,18,18,1311,36,3993,251
carolina_wren,0,CA-ON-13,1988,-10,1,1,1,1,1,19,19,19,19,1311,34,3856,252
carolina_wren,0,CA-ON-13,1989,-9,0,1,1,1,1,20,20,20,20,1311,34,3856,253
carolina_wren,0,CA-ON-13,1990,-8,0,1,1,1,1,21,21,21,21,1311,34,3856,254
carolina_wren,0,CA-ON-13,1992,-6,0,1,1,1,1,23,23,23,23,1311,34,3856,255
carolina_wren,1,CA-ON-13,1993,-5,0,1,1,1,1,24,24,24,24,1311,34,3856,256
carolina_wren,0,CA-ON-13,1995,-3,0,1,1,1,1,26,26,26,26,1311,34,3856,257
carolina_wren,0,CA-ON-13,1996,-2,0,1,1,1,1,27,27,27,27,1311,34,3856,258
carolina_wren,0,CA-ON-13,2006,8,1,1,1,1,1,37,37,37,37,1311,37,4052,259
carolina_wren,2,CA-ON-13,2007,9,0,1,1,1,1,38,38,38,38,1311,37,4052,260
carolina_wren,4,CA-ON-13,2008,10,0,1,1,1,1,39,39,39,39,1311,37,4052,261
carolina_wren,1,CA-ON-13,2010,12,0,1,1,1,1,41,41,41,41,1311,37,4052,262
carolina_wren,1,CA-ON-13,2011,13,0,1,1,1,1,42,42,42,42,1311,37,4052,263
carolina_wren,2,CA-ON-13,2012,14,0,1,1,1,1,43,43,43,43,1311,37,4052,264
carolina_wren,0,CA-ON-13,2014,16,0,1,1,1,1,45,45,45,45,1311,37,4052,265
carolina_wren,0,CA-ON-13,2015,17,0,1,1,1,1,46,46,46,46,1311,37,4052,266
carolina_wren,0,CA-ON-13,2016,18,0,1,1,1,1,47,47,47,47,1311,37,4052,267
carolina_wren,0,CA-ON-13,2017,19,0,1,1,1,1,48,48,48,48,1311,37,4052,268
carolina_wren,3,CA-ON-13,2018,20,0,1,1,1,1,49,49,49,49,1311,37,4052,269
carolina_wren,2,CA-ON-13,2019,21,0,1,1,1,1,50,50,50,50,1311,37,4052,270
carolina_wren,0,CA-ON-13,1971,-27,0,1,1,1,1,2,2,2,2,1312,39,4163,271
carolina_wren,0,CA-ON-13,1972,-26,0,1,1,1,1,3,3,3,3,1312,39,4163,272
carolina_wren,0,CA-ON-13,1973,-25,0,1,1,1,1,4,4,4,4,1312,39,4163,273
carolina_wren,0,CA-ON-13,1974,-24,0,1,1,1,1,5,5,5,5,1312,39,4163,274
